ADANIENT,ADANIPORTS,APOLLOHOSP,ASIANPAINT,AXISBANK,BAJAJ-AUTO,BAJAJFINSV,BAJFINANCE,BEL,BHARTIARTL,BPCL,BRITANNIA,CIPLA,COALINDIA,DRREDDY,EICHERMOT,GRASIM,HCLTECH,HDFCBANK,HDFCLIFE,HEROMOTOCO,HINDALCO,HINDUNILVR,ICICIBANK,INDUSINDBK,INFY,ITC,JSWSTEEL,KOTAKBANK,LT,M&M,MARUTI,NESTLEIND,NTPC,ONGC,POWERGRID,RELIANCE,SBILIFE,SBIN,SHRIRAMFIN,SUNPHARMA,TATACONSUM,TATAMOTORS,TATASTEEL,TCS,TECHM,TITAN,TRENT,ULTRACEMCO,WIPRO
1.0,0.8829154040757321,0.1303205134584738,0.2801203042793903,0.3074875034587337,0.2048580758636601,0.3708265737079187,0.3398093117961388,0.519613575780754,0.2727152432732592,0.4605423892850826,0.1263897972806931,0.09066700216003673,0.4951570338358602,0.171558036125892,0.32287807021425496,0.33851107146834264,0.13315417276020503,0.3250898608013109,0.21107112132586447,0.21210780956699332,0.30605624807718435,-0.009913471936227353,0.3931156582038854,0.40168957042852843,0.09269001819930667,0.2498075312497229,0.4018775165419737,0.23138637084619573,0.4839895363580993,0.3061252126903364,0.3184273000283571,0.09657781841398452,0.5527317846918612,0.4875881013844891,0.40432904163560107,0.4862526170989495,0.2858937246802891,0.5509051310135517,0.42344206416291424,0.17665181473341096,0.205349454448607,0.3319402579952704,0.4275850216900195,0.10002800723104405,0.13064710536811144,0.2803264849301843,0.19692675276684993,0.3674630326856711,0.21732943105884747
0.8829154040757321,1.0,0.1639383208495294,0.2687832007442158,0.3793220464999183,0.21090645134943548,0.4097077415020367,0.40254882356137633,0.5809363140348488,0.3099136893490856,0.502939645548759,0.12969811002997586,0.08979455022396118,0.5452794591056861,0.17682133055793378,0.2700250446610879,0.3522741014451184,0.146727148874432,0.37420727040117113,0.23366458371646984,0.1991737707806753,0.3323095927572141,0.0035804377384440556,0.4392396192213282,0.42800930073723403,0.1380196795726486,0.27293123665086383,0.4293162833637586,0.2931580468798519,0.5172299493126458,0.31683631874543505,0.29493755408051214,0.08983054757071811,0.6145442355295647,0.5282260710081218,0.5134206308665201,0.5159185599077465,0.2785620897243252,0.5790516969413764,0.4751089196625815,0.21774467665164884,0.21908280718355946,0.3386008793100609,0.4618247929687267,0.12548812703246995,0.13742493226534147,0.29413865272182993,0.2042821200812809,0.4057402369008225,0.23371168516859991
0.1303205134584738,0.1639383208495294,1.0,0.24832265045100155,0.16503088051345347,0.21923145615951364,0.2409427577743968,0.2005941755318957,0.21264926446037366,0.21660048799365603,0.17302142514593877,0.2270680971874212,0.21939956410876585,0.24489953470822254,0.23714234239144344,0.27911078937778405,0.24474971155236233,0.2684125102079014,0.10167402142586972,0.13302836586979322,0.2469495465796757,0.053760313239541335,0.10810275503292692,0.14650186423244435,0.11340902903630404,0.0966078791060559,0.1700652035497979,0.26596731689496994,0.12586320827942607,0.21957755183071334,0.24034614176652686,0.18802632248680975,0.22169549904551084,0.1809847409560912,0.16844717907468507,0.17572342961537626,0.22274897242329245,0.15456724476923853,0.16819840903005162,0.26692792584219344,0.2823404627470968,0.08885172829411139,0.20149208551020928,0.2536199856029213,0.08885512838373315,0.14871646547513104,0.24199758482637582,0.08104009501143088,0.26352062759508543,0.21636400175533782
0.2801203042793903,0.2687832007442158,0.24832265045100155,1.0,0.13674203995165188,0.16181786244896146,0.24056634847246958,0.2900343347848992,0.1448253611108244,0.1315794923305635,0.2108494011340143,0.43185244381574844,0.14628493818670252,0.18928942200342264,0.14885387835576738,0.2520283818162376,0.33410440168384775,0.11944649692325432,0.24742232854984375,0.1945141887360962,0.1759814436612488,0.21055602019099973,0.2725972599355144,0.15004089311485574,0.18187026320085012,0.09053476112284178,0.28918360507803587,0.32324160109048694,0.15578964155108677,0.207379310070734,0.12329078600756369,0.25153736930843174,0.2657768786933481,0.22065231438460942,0.1275865798493158,0.10874976735708732,0.29039563570412896,0.20548699120410022,0.09436386581272849,0.2118486381117414,0.21440771505242504,0.2454754322239179,0.09701932017089974,0.2843277042903528,0.14519028185855415,0.14632911738704585,0.2888291821479606,0.23794040302711775,0.27130284897999346,0.13052889168267953
0.3074875034587337,0.3793220464999183,0.16503088051345347,0.13674203995165188,1.0,0.18347444497982415,0.4197289817445583,0.3671198305409591,0.3252130689197973,0.23917473526137908,0.23416623562615801,0.12975654440068274,0.07742680380083812,0.32252160601494695,0.09089594589394472,0.28686669732149206,0.3610729234346777,0.0928134713997024,0.4521754571280616,0.2509823672471941,0.16387369488013315,0.2175754357564335,0.012925661345533399,0.6489358264537377,0.3450808085485263,0.06045895635343551,0.26179563936237976,0.3579608447430711,0.2996458132553302,0.3478157485394185,0.2363949971997469,0.2478884554720349,0.14370859277858733,0.38067758801183116,0.31990774765383395,0.29444243542408843,0.4324562265140065,0.17926172333281762,0.5078664238853914,0.42749827916510624,0.14564286390548192,0.1431119982415618,0.23680012443526793,0.36200491836064014,0.10408731757368213,0.13146859671796476,0.14179834659082632,0.1796945396827763,0.4024199039303338,0.19535796481910667
0.2048580758636601,0.21090645134943548,0.21923145615951364,0.16181786244896146,0.18347444497982415,1.0,0.2340229406886016,0.17619434014291127,0.23347898731319633,0.27703746897976245,0.2151688829612599,0.09934237642269016,0.026995877480497213,0.22808902912895368,0.10743589274151688,0.2752296493771228,0.18766275834448928,0.1295958485311313,0.18508727129085842,0.19035063013206682,0.3920747810952717,0.2272503345120036,0.1346542420345134,0.1096438310283822,0.19606022575884235,-0.01849660572408956,0.14107011970109584,0.22250914679654815,0.08065522221505679,0.16509240545552967,0.2753526277683875,0.34301444498457523,0.15684583610171937,0.20285883662383825,0.1910889849127255,0.17280195138422075,0.25766482425262227,0.1971206618845733,0.1430342643880144,0.2924071371082986,0.16100655074240217,0.1914091024615124,0.3016902838225216,0.2930407597405012,0.021915205593018877,0.03626392126043997,0.19251367914723136,0.22136096922175366,0.2418337909205805,0.11798518740375225
0.3708265737079187,0.4097077415020367,0.2409427577743968,0.24056634847246958,0.4197289817445583,0.2340229406886016,1.0,0.7392576754698547,0.3529707858459151,0.2624011737424944,0.3494538884779367,0.23481056624224647,0.14024871710735262,0.2865915077455828,0.27094160037904214,0.2471187775129933,0.4403550120747691,0.27795399322971,0.32441854011637633,0.33620654191891863,0.2297911128384917,0.29883050305892916,0.16140868598267302,0.4226385780327351,0.4204219147247997,0.2417286504274601,0.3007643656390407,0.4429437875624647,0.2592023150938653,0.4073702656365309,0.33486653004074907,0.31744001943956845,0.2846160542489107,0.39587571153808665,0.3192490799497113,0.3154431302241995,0.4159196114159678,0.41515334540743165,0.4242891555581108,0.48709897723972634,0.20538282206475622,0.28677792603846425,0.28021576976344387,0.4683719076237756,0.22630656860923687,0.18616271844275367,0.2909133441319259,0.202894554445568,0.4780042383434189,0.31515262550566425
0.3398093117961388,0.40254882356137633,0.2005941755318957,0.2900343347848992,0.3671198305409591,0.17619434014291127,0.7392576754698547,1.0,0.30907000243077826,0.28522088834407344,0.2680279268017637,0.21561732839709571,0.049661764855871995,0.2844312413098507,0.08962856304736579,0.18348386029220315,0.3666742649009137,0.18067085073132025,0.32836371440086864,0.2968818761667783,0.15891558980168416,0.25808349131669883,0.13836748734825913,0.34109198745372155,0.40939922938617257,0.18567614398166338,0.2996048090869304,0.3829869669375616,0.30623264666410555,0.37838706938833755,0.25205115808417955,0.27487185602744835,0.25088286506819424,0.3245475265580572,0.3210392464956255,0.24586701060498764,0.41234215285591735,0.34202110984581363,0.3947678775093094,0.4619487418965364,0.13006824368172268,0.22521940383421932,0.21095126177236517,0.3863855247916062,0.16581493526416446,0.14777182460244767,0.2386007655025641,0.23049575960294527,0.44525750744595627,0.2346155447270645
0.519613575780754,0.5809363140348488,0.21264926446037366,0.1448253611108244,0.3252130689197973,0.23347898731319633,0.3529707858459151,0.30907000243077826,1.0,0.30017921706381123,0.5088656900989104,0.06463996792489055,0.07652255688531943,0.6196905154351192,0.13778240381299847,0.2772478151274532,0.33264544913280764,0.21432400063544818,0.3274688152544066,0.23886573825616778,0.08410412790750205,0.37005155194239836,-0.06483345205819575,0.30574854383707567,0.3151636293564786,0.14836288969467723,0.22242142321362826,0.451623133763936,0.2575801685255576,0.5930082885653896,0.365699623408958,0.21457045468378852,0.05856705934363116,0.6116211246504614,0.5771633329971343,0.5429698165854054,0.4949213431657126,0.20438814025729188,0.5752811294369707,0.47045821795834186,0.1636238123797139,0.17262795278679058,0.3672550771877255,0.5172239044410482,0.11733023428175976,0.2131432012567628,0.15305091273336557,0.2680596549078341,0.444489791772549,0.25322729345571204
0.2727152432732592,0.3099136893490856,0.21660048799365603,0.1315794923305635,0.23917473526137908,0.27703746897976245,0.2624011737424944,0.28522088834407344,0.30017921706381123,1.0,0.2637058757636066,0.11442063744433438,0.10925581622652775,0.255350209876442,0.17931531736274267,0.28308403561280104,0.2856032489758968,0.2579271126876873,0.19469980930188893,0.20737050971281792,0.18853804206453392,0.2905045198323661,0.15769114478298973,0.3501726868763146,0.23200424254054597,0.27269587456099975,0.262241981205696,0.3601513132045518,0.30281891188587706,0.3179309798758667,0.28055173345774675,0.34894329897083737,0.09678391591039233,0.3653446283132274,0.34154938256291845,0.31244903039916005,0.35278474157647044,0.23458058193389228,0.28421455799064593,0.35063427961516397,0.2578915102269525,0.2491172339454851,0.261572068979375,0.30832308703235484,0.1775823126958991,0.25612127049013145,0.2785729365444659,0.2623142404531799,0.3552855362474118,0.24781126933733383
0.4605423892850826,0.502939645548759,0.17302142514593877,0.2108494011340143,0.23416623562615801,0.2151688829612599,0.3494538884779367,0.2680279268017637,0.5088656900989104,0.2637058757636066,1.0,0.019226759215342674,0.055915704203322245,0.6226038997535635,0.190582450394454,0.24919143814800374,0.34026220555254494,0.1511215243431197,0.22331081441261036,0.16781759593701326,0.22233084036410325,0.34648712991273534,-0.007203879578739273,0.2182082721252794,0.3637394419202754,0.126625727135075,0.17413558068370286,0.36642340191363826,0.14860837822773626,0.4717943432571146,0.2813380769320775,0.2980155065234122,0.05489657227861932,0.6052673604425824,0.6018746018017279,0.5347786909834786,0.4762756299158277,0.23964923247299763,0.5290850903965714,0.40647611970200953,0.2041541762040431,0.1556796292851914,0.43817011198631567,0.47011051719860647,0.18169753369740618,0.2018131443828897,0.2681108032658629,0.21696488362476257,0.395538561678542,0.21218797225914113
0.1263897972806931,0.12969811002997586,0.2270680971874212,0.43185244381574844,0.12975654440068274,0.09934237642269016,0.23481056624224647,0.21561732839709571,0.06463996792489055,0.11442063744433438,0.019226759215342674,1.0,0.15144864057461344,0.06957791249152652,0.1880481262000276,0.08783577263922594,0.21288880587161924,0.109892833527544,0.06394488805510032,-0.006185911001178826,0.18948347467075263,0.09124973473629502,0.46972038315081294,0.04383303661152166,0.11343747379738539,0.09664369047157596,0.37688474296184965,0.1873377188551183,0.22627396077139447,0.08750433474663617,0.11666910853003448,0.16473285056784456,0.48177188469583243,0.07252671697093989,0.04072909456207558,-0.03758233263710171,0.13191085794994364,0.09167228246165052,-0.007228172729125828,0.11077729937637168,0.18234813704281824,0.41124715257710476,0.09532568364110064,0.1071370341665496,0.11079797817028866,0.1353876928996049,0.06649560837167294,0.03796844766618339,0.18620946651044537,0.1628124141190585
0.09066700216003673,0.08979455022396118,0.21939956410876585,0.14628493818670252,0.07742680380083812,0.026995877480497213,0.14024871710735262,0.049661764855871995,0.07652255688531943,0.10925581622652775,0.055915704203322245,0.15144864057461344,1.0,0.08673385215308459,0.4092547572516431,0.07498080242604373,0.15204608270675413,0.03976269403074499,-0.0327201446078073,0.07208364330297587,0.13655466568481336,0.09152182537327232,0.03469424402545277,0.07752267387332777,0.0313945427863229,0.0502601638865662,0.12122187674776302,0.1575501947266541,0.03261984746113247,0.14746435209645598,0.17988900551920065,0.07196554729845583,0.10816046149109239,0.0866911373829367,0.024314874866277935,0.12410230291995011,0.04613777518208724,0.11663326543599187,0.01463930178907779,0.07790880991571375,0.41729547443397647,0.07276087334350635,0.04618117494663802,0.13037724627951408,0.07605293664617839,0.04106316814137301,0.09928671619651788,0.12750923128093847,0.1108563897247014,0.0817381896103263
