Ticker,Volatility
ADANIENT,0.029218242146486193
ADANIPORTS,0.026583304191279918
BEL,0.023817287403780866
TRENT,0.02349132617889144
ONGC,0.02292014006307531
BPCL,0.022545255719205935
COALINDIA,0.02167531301026797
SHRIRAMFIN,0.021491120566612176
HINDALCO,0.020056042232840854
NTPC,0.01989827774893942
