Ticker,Month,Monthly Return
TECHM,2024-11,0.08967043931032337
INFY,2024-11,0.0803021268137547
HCLTECH,2024-11,0.08023216114714926
M&M,2024-11,0.06931308004897696
TCS,2024-11,0.06535816475076572
